Unnamed: 0.1,Unnamed: 0,User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web,Card Category,Rating
3569,3569,1163,6,Visa,Debit,4.55966E+15,May-23,584,NO,1,"$2,518 ",Nov-10,2010,No,Visa Classic,0.210683944
3570,3570,1163,7,Mastercard,Debit,5.13768E+15,Mar-20,394,YES,2,"$12,863 ",Jul-06,2010,No,Mastercard Platinum,0.324185563
3571,3571,1164,0,Mastercard,Credit,5.06426E+15,Jul-22,302,YES,2,"$12,700 ",May-10,2015,No,Mastercard Gold,0
3572,3572,1164,1,Visa,Debit,4.03869E+15,Dec-21,770,YES,3,"$2,851 ",Jan-06,2007,No,Visa Platinum,0.367777537
3573,3573,1164,2,Amex,Credit,3.3477E+14,Jun-20,735,YES,2,"$4,100 ",Jan-04,2004,No,Amex Blue,0
3574,3574,1164,3,Mastercard,Debit,5.32237E+15,Jan-16,702,YES,2,"$20,838 ",Jan-11,2011,No,Mastercard Standard,0.083748106
3575,3575,1165,0,Mastercard,Debit,5.09222E+15,Oct-20,419,YES,2,"$2,721 ",Feb-20,2020,No,Mastercard Standard,0
3576,3576,1166,0,Visa,Credit,4.00015E+15,Jul-23,14,YES,1,$400 ,May-02,2018,No,Visa Classic,0.615989942
3577,3577,1166,1,Mastercard,Debit,5.73304E+15,Mar-20,72,YES,2,$416 ,Sep-10,2010,No,Mastercard Standard,0
3578,3578,1166,2,Mastercard,Debit,5.46166E+15,Dec-24,595,YES,2,$625 ,Aug-96,2014,No,Mastercard Standard,0
3579,3579,1167,0,Visa,Debit,4.63639E+15,Sep-22,597,YES,2,"$20,858 ",Feb-06,2011,No,Visa Gold,0
3580,3580,1167,1,Mastercard,Credit,5.19669E+15,Nov-11,626,YES,2,"$11,200 ",Nov-11,2013,No,Mastercard Platinum,0.336335806
3581,3581,1167,2,Visa,Credit,4.83183E+15,Feb-23,528,YES,2,"$8,800 ",May-07,2009,No,Visa Platinum,0.177940657
3582,3582,1167,3,Visa,Debit,4.91696E+15,Dec-24,919,YES,1,"$10,360 ",Mar-08,2009,No,Visa Classic,0.304633227
3583,3583,1167,4,Visa,Debit,4.13536E+15,Jul-13,903,YES,1,"$11,578 ",Dec-12,2012,No,Visa Classic,0.304633227
3584,3584,1167,5,Mastercard,Debit,5.18714E+15,Jul-20,264,YES,2,"$13,016 ",Mar-08,2008,No,Mastercard Platinum,0.336335806
3585,3585,1167,6,Visa,Debit,4.75692E+15,Jul-21,915,YES,1,"$13,754 ",May-16,2016,No,Visa Classic,0.304633227
3586,3586,1168,0,Mastercard,Debit (Prepaid),5.37351E+15,Dec-21,114,YES,1,$91 ,Feb-20,2020,No,Mastercard Standard,0
3587,3587,1168,1,Visa,Debit,4.14695E+15,Feb-20,69,YES,2,"$2,094 ",Feb-20,2020,No,Visa Platinum,0.582089552
3588,3588,1169,0,Visa,Debit,4.09469E+15,Jul-20,376,YES,1,"$14,558 ",Apr-16,2016,No,Visa Gold,0
3589,3589,1169,1,Visa,Debit,4.97499E+15,Mar-23,50,YES,2,"$46,342 ",Feb-17,2017,No,Visa Gold,0
3590,3590,1169,2,Mastercard,Credit,5.88042E+15,Dec-23,504,YES,1,"$17,400 ",Jul-05,2016,No,Mastercard Gold,0
3591,3591,1169,3,Mastercard,Debit,5.15572E+15,Jun-24,606,YES,2,"$11,401 ",Feb-10,2016,No,Mastercard Platinum,0.070454994
3592,3592,1169,4,Visa,Debit,4.82713E+15,Mar-24,941,YES,1,"$8,280 ",Jan-10,2010,No,Visa Gold,0
3593,3593,1169,5,Discover,Credit,6.26738E+15,Dec-12,640,YES,1,$0 ,Mar-06,2008,No,,0
3594,3594,1169,6,Visa,Debit (Prepaid),4.11162E+15,Feb-07,918,YES,1,$72 ,Aug-06,2011,No,Visa Gold,0
3595,3595,1170,0,Visa,Credit,4.83206E+15,Jun-20,469,YES,1,"$9,600 ",Aug-10,2011,No,Visa Platinum,0
3596,3596,1171,0,Discover,Credit,6.09373E+15,Nov-24,528,YES,2,"$10,000 ",Feb-08,2011,No,,0
3597,3597,1171,1,Mastercard,Debit,5.84247E+15,Mar-24,157,YES,1,"$10,025 ",Aug-07,2010,No,Mastercard Platinum,0.333174905
3598,3598,1171,2,Mastercard,Debit,5.80269E+15,Dec-22,808,YES,1,"$9,777 ",Jan-07,2009,No,Mastercard Standard,0
3599,3599,1172,0,Mastercard,Debit,5.58907E+15,Apr-21,771,YES,1,"$8,807 ",Feb-20,2020,No,Mastercard Gold,0
3600,3600,1173,0,Mastercard,Debit (Prepaid),5.19187E+15,Jun-18,642,YES,1,$92 ,Jul-06,2008,No,Mastercard Gold,0
3601,3601,1173,1,Mastercard,Credit,5.61523E+15,May-11,438,YES,1,"$11,400 ",Jul-08,2014,No,Mastercard Standard,0.161047809
3602,3602,1173,2,Mastercard,Debit,5.48416E+15,Nov-11,950,YES,2,"$16,687 ",Jul-11,2011,No,Mastercard Standard,0.161047809
3603,3603,1173,3,Mastercard,Debit,5.22079E+15,May-09,840,YES,2,"$3,974 ",Apr-06,2011,No,Mastercard Standard,0.161047809
3604,3604,1174,0,Mastercard,Debit,5.94734E+15,Sep-16,43,YES,1,"$23,768 ",Oct-11,2011,No,Mastercard Gold,0
3605,3605,1174,1,Mastercard,Debit (Prepaid),5.97889E+15,Aug-22,938,YES,1,$63 ,Jul-11,2011,No,Mastercard Platinum,0.209197861
3606,3606,1174,2,Visa,Credit,4.29051E+15,Dec-23,197,YES,1,"$21,600 ",Dec-10,2010,No,Visa Platinum,0.335935829
3607,3607,1175,0,Visa,Debit,4.2047E+15,Mar-24,98,YES,1,"$23,157 ",Mar-15,2015,No,Visa Gold,0
3608,3608,1175,1,Visa,Debit (Prepaid),4.86765E+15,Feb-20,504,YES,2,$54 ,Feb-20,2020,No,Visa Platinum,0.007314771
3609,3609,1176,0,Mastercard,Debit,5.371E+15,Jun-21,122,YES,2,"$11,986 ",Apr-10,2015,No,Mastercard Standard,0
3610,3610,1177,0,Mastercard,Credit,5.98761E+15,May-22,619,YES,1,"$12,600 ",Dec-04,2009,No,Mastercard Platinum,0.327083165
3611,3611,1177,1,Mastercard,Debit,5.69376E+15,Feb-21,876,YES,2,"$4,340 ",Dec-11,2012,No,Mastercard Standard,0
3612,3612,1177,2,Mastercard,Debit,5.7224E+15,Jan-24,357,NO,2,"$8,149 ",Feb-04,2007,No,Mastercard Platinum,0.327083165
3613,3613,1178,0,Mastercard,Debit,5.45539E+15,Jan-23,356,YES,1,"$23,688 ",Nov-11,2011,No,Mastercard Standard,0
3614,3614,1178,1,Mastercard,Debit,5.88983E+15,Sep-21,422,YES,1,"$19,948 ",Jan-95,2011,No,Mastercard Standard,0
3615,3615,1179,0,Visa,Debit (Prepaid),4.4241E+15,Apr-21,325,NO,2,$69 ,Feb-20,2020,No,Visa Platinum,0
3616,3616,1180,0,Visa,Credit,4.28459E+15,May-05,664,YES,1,"$9,400 ",Sep-02,2006,No,Visa Gold,0
3617,3617,1180,1,Amex,Credit,3.24068E+14,Aug-18,194,YES,1,"$3,300 ",Jan-12,2012,No,Amex Blue,0
3618,3618,1180,2,Discover,Credit,6.70781E+15,May-11,449,YES,2,"$11,100 ",Jan-03,2004,No,,0
3619,3619,1180,3,Mastercard,Debit,5.14295E+15,Jan-24,376,YES,2,"$23,792 ",Dec-98,2012,No,Mastercard Standard,0.737277762
3620,3620,1181,0,Mastercard,Debit,5.11506E+15,Sep-20,594,YES,2,"$13,224 ",Aug-11,2011,No,Mastercard Gold,0
3621,3621,1181,1,Mastercard,Credit,5.11476E+15,Dec-04,380,YES,1,"$10,700 ",Nov-01,2009,No,Mastercard Standard,0
3622,3622,1181,2,Mastercard,Credit,5.04057E+15,Apr-24,96,YES,2,"$13,100 ",Mar-06,2009,No,Mastercard Standard,0
3623,3623,1182,0,Visa,Credit,4.16873E+15,Jul-24,482,YES,1,"$10,900 ",Oct-10,2010,No,Visa Classic,0
3624,3624,1183,0,Visa,Credit,4.52905E+15,Nov-13,294,YES,1,"$6,600 ",Aug-10,2011,No,Visa Classic,0
3625,3625,1183,1,Visa,Credit,4.05161E+15,Nov-11,795,YES,1,"$11,400 ",Feb-10,2012,No,Visa Gold,0
3626,3626,1184,0,Visa,Debit,4.52124E+15,Mar-23,320,YES,1,"$15,847 ",Jan-20,2020,No,Visa Classic,0
3627,3627,1184,1,Visa,Debit,4.00866E+15,May-20,196,YES,1,"$13,006 ",Jan-20,2020,No,Visa Classic,0
3628,3628,1185,0,Mastercard,Debit,5.48801E+15,Oct-08,697,YES,2,"$5,029 ",Jan-03,2009,No,Mastercard Standard,0.409701962
3629,3629,1185,1,Visa,Credit,4.02929E+15,Sep-23,218,YES,2,"$15,000 ",Feb-12,2012,No,Visa Platinum,0.187289057
3630,3630,1185,2,Mastercard,Debit,5.26935E+15,Feb-21,905,YES,2,"$14,348 ",Dec-11,2011,No,Mastercard Standard,0.409701962
3631,3631,1185,3,Visa,Debit,4.23704E+15,Oct-22,443,YES,2,"$24,876 ",Jan-06,2009,No,Visa Gold,0
3632,3632,1185,4,Mastercard,Debit,5.60439E+15,Jun-24,406,YES,2,"$13,523 ",Jan-20,2020,No,Mastercard Gold,0
3633,3633,1185,5,Mastercard,Debit,5.68384E+15,Apr-23,587,YES,1,"$21,434 ",Jan-19,2019,No,Mastercard Standard,0.409701962
3634,3634,1186,0,Mastercard,Debit,5.27437E+15,May-16,441,YES,1,"$19,206 ",Apr-07,2011,No,Mastercard Standard,0
3635,3635,1186,1,Discover,Credit,6.64829E+15,Mar-14,949,YES,2,"$15,000 ",Oct-11,2011,No,,0
3636,3636,1186,2,Visa,Debit,4.02539E+15,Feb-20,473,YES,2,"$24,617 ",Jul-04,2006,No,Visa Gold,0
3637,3637,1187,0,Discover,Credit,6.209E+15,Feb-23,640,YES,2,"$6,600 ",May-16,2016,No,,0
3638,3638,1188,0,Mastercard,Debit,5.92999E+15,Jan-24,459,YES,1,"$4,304 ",Nov-97,2012,No,Mastercard Standard,0.241531412
3639,3639,1188,1,Visa,Debit,4.38643E+15,Mar-19,555,YES,2,"$1,269 ",Jan-05,2013,No,Visa Gold,0
3640,3640,1188,2,Mastercard,Debit,5.10858E+15,Jun-23,123,YES,1,"$3,458 ",Dec-04,2013,No,Mastercard Standard,0.241531412
3641,3641,1188,3,Mastercard,Debit,5.44506E+15,Sep-22,337,NO,2,"$6,775 ",Aug-01,2012,No,Mastercard Platinum,0.372061154
3642,3642,1188,4,Visa,Credit,4.78813E+15,Jan-21,710,YES,1,"$8,800 ",Mar-17,2017,No,Visa Classic,0.219904929
3643,3643,1188,5,Mastercard,Debit,5.79176E+15,Nov-24,196,YES,1,"$12,223 ",Dec-19,2019,No,Mastercard Standard,0.241531412
3644,3644,1189,0,Visa,Debit,4.72878E+15,Dec-20,480,YES,2,"$13,478 ",Feb-20,2020,No,Visa Platinum,0.373684211
3645,3645,1189,1,Mastercard,Debit,5.93528E+15,Nov-20,222,YES,1,"$19,578 ",Jan-20,2020,No,Mastercard Standard,0
3646,3646,1189,2,Visa,Debit,4.54879E+15,Apr-24,930,YES,2,"$2,944 ",Jan-20,2020,No,Visa Classic,0.410526316
3647,3647,1190,0,Mastercard,Debit,5.53501E+15,Mar-23,63,YES,1,"$20,773 ",Feb-20,2020,No,Mastercard Platinum,0.192771084
3648,3648,1190,1,Mastercard,Debit,5.35559E+15,Jan-22,850,YES,2,"$24,203 ",Feb-20,2020,No,Mastercard Gold,0
3649,3649,1190,2,Mastercard,Debit (Prepaid),5.0586E+15,Jul-20,451,YES,2,$98 ,Jan-20,2020,No,Mastercard Platinum,0.192771084
3650,3650,1191,0,Mastercard,Debit,5.43283E+15,Nov-20,312,YES,2,"$2,727 ",Jun-09,2014,No,Mastercard Standard,0.253636939
3651,3651,1191,1,Amex,Credit,3.1757E+14,Mar-23,740,YES,2,"$6,800 ",Sep-02,2002,No,Amex Gold,0
3652,3652,1191,2,Visa,Debit,4.60266E+15,Mar-19,673,YES,1,"$22,516 ",May-16,2016,No,Visa Classic,0.051338815
3653,3653,1191,3,Discover,Credit,6.39905E+15,Dec-21,413,YES,2,"$11,500 ",Dec-04,2009,No,,0
3654,3654,1192,0,Visa,Debit,4.30288E+15,Dec-21,79,NO,2,"$15,214 ",Oct-09,2010,No,Visa Classic,0.602626812
3655,3655,1192,1,Visa,Debit,4.41707E+15,Dec-24,403,YES,2,"$23,687 ",Jan-20,2020,No,Visa Classic,0.602626812
3656,3656,1192,2,Visa,Debit,4.67202E+15,Nov-21,314,YES,1,"$18,048 ",Aug-06,2007,No,Visa Gold,0
3657,3657,1193,0,Visa,Debit,4.61327E+15,Mar-20,131,YES,1,"$25,102 ",Nov-10,2014,No,Visa Classic,0
3658,3658,1194,0,Visa,Debit,4.35388E+15,Jan-22,425,YES,2,"$13,773 ",May-08,2008,No,Visa Platinum,0.354926861
3659,3659,1194,1,Mastercard,Debit,5.19959E+15,May-21,864,YES,1,"$12,892 ",Aug-11,2011,No,Mastercard Platinum,0.645073139
3660,3660,1195,0,Amex,Credit,3.59231E+14,May-19,198,YES,2,"$6,600 ",Nov-12,2012,No,Amex Blue,0
3661,3661,1195,1,Visa,Debit,4.66136E+15,Apr-24,259,YES,2,"$25,650 ",May-16,2016,No,Visa Classic,0.579893747
3662,3662,1195,2,Mastercard,Debit,5.99551E+15,Jun-20,873,YES,2,"$37,192 ",Sep-09,2010,No,Mastercard Standard,0
3663,3663,1196,0,Mastercard,Debit,5.24394E+15,Apr-21,608,YES,1,"$5,779 ",Sep-06,2014,No,Mastercard Gold,0
3664,3664,1196,1,Visa,Debit,4.03637E+15,Aug-23,682,YES,1,"$13,325 ",May-01,2011,No,Visa Gold,0
3665,3665,1196,2,Amex,Credit,3.44072E+14,Jan-23,346,YES,1,"$4,000 ",Nov-05,2009,No,Amex Blue,0
3666,3666,1196,3,Amex,Credit,3.23445E+14,Feb-23,788,YES,1,"$6,900 ",May-00,2012,No,Amex Blue,0
3667,3667,1197,0,Mastercard,Debit,5.97147E+15,Oct-23,760,YES,1,"$35,702 ",Sep-17,2017,No,Mastercard Standard,0.012118492
3668,3668,1197,1,Amex,Credit,3.32244E+14,Aug-24,240,YES,1,"$13,200 ",Feb-20,2020,No,Amex Gold,0
3669,3669,1197,2,Visa,Credit,4.19099E+15,Mar-20,326,YES,2,"$21,700 ",Nov-18,2018,No,Visa Platinum,0.005834829
3670,3670,1197,3,Visa,Credit,4.91954E+15,Aug-20,561,NO,1,"$13,700 ",Jan-20,2020,No,Visa Platinum,0.005834829
3671,3671,1198,0,Visa,Debit,4.35437E+15,Oct-20,188,YES,1,"$24,389 ",Jan-20,2020,No,Visa Gold,0
3672,3672,1198,1,Mastercard,Debit (Prepaid),5.87466E+15,Feb-20,293,YES,2,$74 ,Mar-19,2019,No,Mastercard Platinum,0.005681818
3673,3673,1198,2,Amex,Credit,3.07297E+14,Dec-20,918,YES,1,"$12,100 ",Jan-06,2011,No,Amex Blue,0
3674,3674,1199,0,Mastercard,Debit,5.85081E+15,Nov-22,655,YES,1,"$16,640 ",Oct-08,2009,No,Mastercard Gold,0
3675,3675,1199,1,Mastercard,Debit,5.31102E+15,Sep-13,133,YES,1,"$14,889 ",Jun-10,2011,No,Mastercard Standard,0
3676,3676,1199,2,Visa,Debit,4.94435E+15,Jun-21,741,YES,1,"$19,080 ",Jul-07,2010,No,Visa Gold,0
3677,3677,1200,0,Visa,Credit,4.58999E+15,Oct-23,678,NO,2,"$7,600 ",May-15,2015,No,Visa Classic,0
3678,3678,1201,0,Mastercard,Debit,5.62576E+15,Mar-23,881,YES,2,"$14,525 ",Nov-97,2014,No,Mastercard Platinum,0.295949252
3679,3679,1201,1,Visa,Debit,4.04505E+15,Feb-20,604,YES,1,"$15,636 ",Feb-05,2014,No,Visa Classic,0.269538538
3680,3680,1201,2,Mastercard,Debit,5.75138E+15,Aug-23,244,YES,2,"$13,296 ",Oct-08,2016,No,Mastercard Standard,0.31224346
3681,3681,1201,3,Visa,Credit,4.30723E+15,Mar-23,672,NO,2,"$10,100 ",Sep-03,2011,No,Visa Classic,0.269538538
3682,3682,1201,4,Visa,Debit,4.63266E+15,Sep-24,732,NO,1,"$36,412 ",Apr-01,2007,No,Visa Platinum,0.122268751
3683,3683,1202,0,Visa,Debit,4.32825E+15,Nov-23,853,YES,1,"$4,589 ",Sep-04,2012,No,Visa Classic,0
3684,3684,1202,1,Mastercard,Debit,5.67027E+15,Feb-20,875,YES,1,"$17,474 ",Jun-05,2015,No,Mastercard Standard,0
3685,3685,1203,0,Amex,Credit,3.75948E+14,May-24,928,YES,1,"$12,000 ",Jan-20,2020,No,Amex Platinum,0
3686,3686,1203,1,Amex,Credit,3.54491E+14,Feb-20,772,YES,1,"$16,900 ",Feb-20,2020,No,Amex Gold,0
3687,3687,1203,2,Mastercard,Debit,5.29525E+15,Jul-23,117,YES,1,"$26,277 ",Feb-10,2010,No,Mastercard Standard,0.296449026
3688,3688,1203,3,Mastercard,Debit,5.71634E+15,Feb-20,231,YES,1,"$26,317 ",Apr-14,2014,No,Mastercard Platinum,0.004639175
3689,3689,1204,0,Visa,Credit,4.56899E+15,Jan-22,624,YES,2,"$13,600 ",Jul-17,2017,No,Visa Platinum,0
3690,3690,1205,0,Mastercard,Debit,5.7293E+15,Aug-24,288,NO,2,"$21,540 ",Feb-20,2020,No,Mastercard Standard,0
3691,3691,1206,0,Mastercard,Debit,5.39535E+15,Mar-20,34,YES,1,"$37,468 ",Feb-14,2014,No,Mastercard Gold,0
3692,3692,1206,1,Visa,Debit,4.6862E+15,Apr-21,292,NO,1,"$27,864 ",Oct-09,2012,No,Visa Gold,0
3693,3693,1206,2,Visa,Debit (Prepaid),4.55326E+15,Feb-20,55,NO,1,$65 ,Jun-18,2018,No,Visa Classic,0.655755769
3694,3694,1206,3,Visa,Debit,4.59724E+15,Mar-20,389,YES,1,"$31,842 ",Jul-16,2016,No,Visa Gold,0
3695,3695,1206,4,Visa,Credit,4.20625E+15,Mar-20,545,YES,2,"$14,900 ",Jun-02,2011,No,Visa Platinum,0.232045631
3696,3696,1206,5,Visa,Credit,4.90757E+15,Aug-24,170,YES,2,"$12,400 ",May-18,2018,No,Visa Classic,0.655755769
3697,3697,1207,0,Mastercard,Debit,5.84768E+15,Dec-20,383,YES,2,"$14,094 ",Oct-11,2018,No,Mastercard Standard,0
3698,3698,1207,1,Mastercard,Debit,5.0259E+15,Jan-21,367,YES,1,"$8,962 ",Sep-99,2011,No,Mastercard Standard,0
3699,3699,1208,0,Mastercard,Debit,5.74689E+15,Feb-18,646,YES,1,"$15,510 ",Mar-11,2011,No,Mastercard Standard,0
3700,3700,1208,1,Mastercard,Debit,5.46315E+15,Jun-24,13,YES,1,"$20,311 ",May-10,2012,No,Mastercard Gold,0
3701,3701,1208,2,Visa,Debit,4.65547E+15,Sep-23,303,YES,1,"$13,492 ",Jul-10,2010,No,Visa Classic,0.377028071
3702,3702,1209,0,Mastercard,Debit,5.55708E+15,Feb-22,77,YES,2,"$10,015 ",Feb-20,2020,No,Mastercard Standard,0
3703,3703,1210,0,Mastercard,Debit (Prepaid),5.84276E+15,Dec-23,478,YES,1,$77 ,Aug-08,2009,No,Mastercard Platinum,0.261313977
3704,3704,1210,1,Amex,Credit,3.16712E+14,May-22,946,YES,1,"$8,200 ",Feb-06,2016,No,Amex Blue,0
3705,3705,1210,2,Mastercard,Debit (Prepaid),5.09513E+15,Oct-19,88,YES,2,$50 ,Jul-08,2008,No,Mastercard Gold,0
3706,3706,1210,3,Mastercard,Debit,5.5012E+15,Sep-10,847,YES,1,$297 ,Sep-09,2009,No,Mastercard Standard,0.021257685
3707,3707,1211,0,Mastercard,Credit,5.54269E+15,Dec-22,439,YES,1,"$9,300 ",Nov-07,2014,No,Mastercard Platinum,0.137645731
3708,3708,1211,1,Mastercard,Debit,5.85973E+15,Jun-23,348,YES,2,"$24,425 ",Mar-04,2006,No,Mastercard Gold,0
3709,3709,1211,2,Visa,Credit,4.56584E+15,Sep-21,441,YES,2,"$3,900 ",Jan-10,2010,No,Visa Classic,0.152012035
3710,3710,1211,3,Visa,Debit,4.95225E+15,Apr-20,398,YES,1,"$21,098 ",Apr-06,2009,No,Visa Platinum,0.51222264
3711,3711,1211,4,Visa,Credit,4.55031E+15,Jan-20,957,YES,1,"$10,800 ",Oct-11,2013,No,Visa Classic,0.152012035
3712,3712,1211,5,Mastercard,Debit,5.70745E+15,Jun-24,39,YES,2,"$6,817 ",Jun-05,2016,No,Mastercard Standard,0.198119594
3713,3713,1212,0,Visa,Credit,4.65118E+15,Feb-24,460,YES,1,"$12,600 ",Jan-04,2011,No,Visa Classic,0.383053955
3714,3714,1212,1,Mastercard,Debit (Prepaid),5.89678E+15,Nov-10,903,NO,1,$42 ,Nov-01,2004,No,Mastercard Standard,0.116749607
3715,3715,1212,2,Mastercard,Credit,5.88888E+15,Dec-09,88,YES,2,"$6,400 ",Dec-06,2009,No,Mastercard Platinum,0.245678366
3716,3716,1212,3,Visa,Credit,4.61839E+15,Jul-20,775,YES,1,"$9,800 ",Sep-10,2011,No,Visa Platinum,0.254518072
3717,3717,1212,4,Visa,Debit,4.08126E+15,Jul-23,64,YES,1,"$4,750 ",Mar-03,2011,No,Visa Gold,0
3718,3718,1212,5,Visa,Debit,4.32138E+15,Aug-21,682,NO,2,"$6,532 ",Oct-09,2009,No,Visa Classic,0.383053955
3719,3719,1213,0,Mastercard,Debit,5.44627E+15,Nov-22,233,YES,1,"$1,044 ",Mar-16,2016,No,Mastercard Gold,0
3720,3720,1213,1,Mastercard,Debit,5.52121E+15,Sep-18,672,YES,1,$746 ,Mar-11,2011,No,Mastercard Gold,0
3721,3721,1213,2,Mastercard,Debit (Prepaid),5.09854E+15,Feb-20,816,YES,1,$61 ,Feb-20,2020,No,Mastercard Platinum,0.307669082
3722,3722,1214,0,Mastercard,Debit (Prepaid),5.79103E+15,Oct-08,655,YES,2,$58 ,Nov-07,2015,No,Mastercard Gold,0
3723,3723,1215,0,Visa,Debit,4.34011E+15,May-22,710,YES,1,"$18,771 ",Sep-04,2009,No,Visa Classic,0.166467726
3724,3724,1215,1,Visa,Debit,4.89235E+15,Jan-23,219,YES,1,"$17,108 ",Oct-07,2007,No,Visa Classic,0.166467726
3725,3725,1215,2,Visa,Debit,4.20271E+15,Oct-23,579,YES,1,"$12,446 ",Feb-20,2020,No,Visa Classic,0.166467726
3726,3726,1215,3,Visa,Credit,4.30076E+15,Jan-21,406,YES,1,"$8,200 ",Jul-06,2013,No,Visa Classic,0.166467726
3727,3727,1215,4,Mastercard,Debit,5.16684E+15,May-22,983,YES,2,"$7,081 ",Apr-08,2010,No,Mastercard Standard,0.343770085
3728,3728,1216,0,Mastercard,Debit,5.60117E+15,Feb-24,29,YES,1,"$23,009 ",Feb-15,2015,No,Mastercard Standard,0.535088948
3729,3729,1216,1,Visa,Debit,4.65738E+15,Nov-17,578,YES,2,"$17,973 ",Dec-13,2013,No,Visa Classic,0.156744642
3730,3730,1216,2,Mastercard,Debit,5.84369E+15,Oct-23,880,YES,1,"$12,254 ",Aug-15,2015,No,Mastercard Platinum,0.172433114
3731,3731,1216,3,Mastercard,Debit,5.92823E+15,Aug-22,212,YES,1,"$20,799 ",Sep-10,2010,No,Mastercard Standard,0.535088948
3732,3732,1217,0,Mastercard,Debit,5.80917E+15,Mar-21,282,YES,2,"$27,320 ",Apr-04,2008,No,Mastercard Gold,0
3733,3733,1218,0,Visa,Debit,4.37257E+15,Sep-23,83,YES,2,"$34,818 ",Sep-12,2012,No,Visa Platinum,0.124237297
3734,3734,1218,1,Visa,Debit,4.78958E+15,Oct-20,216,YES,2,"$38,837 ",Mar-16,2016,No,Visa Platinum,0.124237297
3735,3735,1218,2,Mastercard,Credit,5.42716E+15,Mar-24,304,YES,2,"$23,500 ",Aug-09,2020,No,Mastercard Standard,0
3736,3736,1219,0,Mastercard,Debit,5.689E+15,Jun-20,292,YES,1,"$13,014 ",Feb-14,2014,No,Mastercard Standard,0
3737,3737,1219,1,Amex,Credit,3.14196E+14,May-23,296,YES,2,"$5,500 ",Oct-06,2017,No,Amex Platinum,0
3738,3738,1219,2,Visa,Debit,4.63594E+15,Mar-20,691,YES,2,"$5,949 ",Sep-08,2008,No,Visa Platinum,0.418942142
3739,3739,1220,0,Visa,Credit,4.37993E+15,Nov-23,210,YES,2,"$10,700 ",Sep-08,2010,No,Visa Platinum,0.4512104
3740,3740,1220,1,Mastercard,Debit,5.21569E+15,Apr-22,134,YES,1,"$12,451 ",Jul-07,2008,No,Mastercard Standard,0.243424985
3741,3741,1220,2,Visa,Credit,4.75138E+15,Apr-24,254,YES,2,"$6,700 ",Feb-20,2020,No,Visa Platinum,0.4512104
3742,3742,1220,3,Mastercard,Debit,5.25257E+15,Apr-18,920,YES,1,"$19,086 ",Aug-09,2011,No,Mastercard Standard,0.243424985
3743,3743,1220,4,Visa,Credit,4.11664E+15,May-21,923,YES,2,"$9,700 ",Apr-10,2016,No,Visa Gold,0
3744,3744,1221,0,Mastercard,Credit,5.97402E+15,Sep-08,886,YES,2,"$17,200 ",Dec-07,2010,No,Mastercard Standard,0.276952229
3745,3745,1221,1,Mastercard,Debit,5.77038E+15,Jun-15,832,YES,2,"$29,486 ",Sep-08,2008,No,Mastercard Gold,0
3746,3746,1221,2,Mastercard,Credit,5.58707E+15,Apr-23,335,YES,2,"$9,700 ",Feb-10,2011,No,Mastercard Gold,0
3747,3747,1221,3,Mastercard,Debit,5.7684E+15,Jul-22,221,YES,2,"$20,111 ",Sep-13,2013,No,Mastercard Platinum,0.029071507
3748,3748,1221,4,Visa,Credit,4.32044E+15,Oct-21,613,YES,1,"$13,200 ",Apr-07,2014,No,Visa Platinum,0.288072205
3749,3749,1222,0,Visa,Debit,4.40015E+15,Jul-20,57,YES,1,"$29,728 ",Aug-19,2019,No,Visa Platinum,0.498048932
3750,3750,1222,1,Mastercard,Credit,5.5168E+15,Oct-24,160,NO,1,"$7,900 ",Dec-04,2012,No,Mastercard Standard,0.072901827
3751,3751,1222,2,Visa,Debit,4.67328E+15,Jul-23,339,YES,2,"$12,106 ",Feb-09,2009,No,Visa Classic,0.416661505
3752,3752,1222,3,Visa,Debit,4.68077E+15,Jan-13,913,YES,1,"$7,452 ",Jan-10,2018,No,Visa Classic,0.416661505
3753,3753,1223,0,Mastercard,Debit,5.45937E+15,Jul-21,582,YES,1,"$28,281 ",Feb-20,2020,No,Mastercard Platinum,0.001746386
3754,3754,1223,1,Visa,Credit,4.21757E+15,Nov-13,636,YES,2,"$11,400 ",May-02,2014,No,Visa Classic,0.734743378
3755,3755,1223,2,Mastercard,Debit,5.51465E+15,Aug-24,70,YES,1,"$28,790 ",Mar-01,2009,No,Mastercard Standard,0
3756,3756,1224,0,Visa,Credit,4.91456E+15,Mar-10,700,YES,1,"$15,700 ",Mar-97,2013,No,Visa Classic,0.067038803
3757,3757,1224,1,Mastercard,Debit,5.43686E+15,Sep-23,303,YES,1,"$34,075 ",Nov-05,2008,No,Mastercard Gold,0
3758,3758,1224,2,Visa,Credit,4.98698E+15,Apr-12,992,YES,2,"$18,600 ",Sep-07,2008,No,Visa Platinum,0.513223499
3759,3759,1225,0,Amex,Credit,3.15776E+14,May-24,574,YES,2,"$9,700 ",Feb-14,2014,No,Amex Platinum,0
3760,3760,1225,1,Visa,Debit,4.5787E+15,Sep-22,433,YES,2,"$13,352 ",Nov-05,2012,No,Visa Platinum,0.721967162
3761,3761,1225,2,Visa,Debit,4.16808E+15,Mar-24,528,YES,1,"$28,179 ",Dec-15,2015,No,Visa Platinum,0.721967162
