,User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web,Credit Card Category
2869,945,0,Mastercard,Debit,5716512774333391,07/2024,690,YES,1,$64059,05/2015,2015,No,UNKNOWN
2870,945,1,Mastercard,Debit (Prepaid),5128224925042600,03/2021,416,YES,2,$62,10/2005,2008,No,Standard
2871,945,2,Mastercard,Debit,5841318855882805,09/2018,598,NO,2,$29601,11/2008,2011,No,Personal
2872,945,3,Mastercard,Credit,5806437154431806,11/2012,9,YES,1,$21800,07/2009,2014,No,UNKNOWN
2873,945,4,Mastercard,Debit,5094889405071154,05/2022,229,YES,2,$49790,12/2010,2010,No,Corporate
2874,946,0,Visa,Debit,4219882258727403,01/2020,656,YES,1,$13438,07/2017,2017,No,Classic
2875,946,1,Visa,Credit,4821384154009946,09/2024,7,YES,1,$9600,03/2010,2011,No,UNKNOWN
2876,946,2,Visa,Credit,4104821247175147,07/2021,10,YES,1,$6300,11/2007,2007,No,Traditional
2877,946,3,Mastercard,Debit,5315137645798994,04/2023,777,YES,1,$12348,09/2002,2008,No,UNKNOWN
2878,947,0,Mastercard,Debit,5521656165067355,07/2020,771,YES,1,$9632,01/2020,2020,No,World
2879,947,1,Mastercard,Debit,5614214525430856,08/2024,54,YES,2,$9490,02/2020,2020,No,UNKNOWN
2880,947,2,Mastercard,Debit,5745960951909793,01/2024,921,NO,2,$32399,01/2020,2020,No,UNKNOWN
2881,948,0,Visa,Debit,4367233384706347,11/2015,188,NO,2,$12810,04/2008,2008,No,Classic
2882,948,1,Mastercard,Credit,5843002193982556,09/2012,247,YES,2,$9300,09/2005,2014,No,Personal
2883,948,2,Mastercard,Debit,5285092902484419,10/2017,930,YES,2,$7564,11/2004,2016,No,Prepaid Reloadable
2884,949,0,Visa,Debit,4044587617721396,11/2021,838,YES,1,$22765,08/2016,2016,No,Classic
2885,949,1,Discover,Credit,6308747644809116,10/2021,62,YES,1,$11300,06/2006,2012,No,UNKNOWN
2886,949,2,Mastercard,Debit,5516369728570927,10/2022,822,YES,1,$10369,01/2007,2011,No,Gold
2887,949,3,Mastercard,Credit,5899977049289049,10/2020,747,YES,2,$10200,01/2002,2011,No,UNKNOWN
2888,949,4,Visa,Credit,4213819030854815,06/2024,692,YES,2,$12100,05/2009,2019,No,Classic
2889,949,5,Visa,Debit,4896500420485745,03/2020,197,YES,2,$15409,06/2000,2017,No,Prepaid Classic
2890,950,0,Visa,Credit,4892840339331137,07/2024,127,YES,2,$22500,02/2009,2012,No,Classic
2891,950,1,Mastercard,Credit,5671490114250433,01/2020,534,NO,3,$6700,01/2020,2020,No,UNKNOWN
2892,951,0,Visa,Debit,4621289769533601,03/2022,629,YES,2,$842,08/2009,2009,No,Prepaid
2893,951,1,Mastercard,Debit,5087574290944963,08/2009,540,YES,2,$10049,05/2009,2009,No,Classic
2894,951,2,Mastercard,Debit,5469440611983411,06/2018,723,YES,2,$11625,04/2010,2012,No,Platinum Salary
2895,951,3,Mastercard,Credit,5944277345824239,11/2021,689,YES,2,$5800,04/2010,2011,No,Standard
2896,951,4,Mastercard,Debit,5515952308018882,02/2020,490,NO,3,$17515,02/2008,2010,No,Standard
2897,952,0,Visa,Debit,4556029140337815,07/2024,537,YES,2,$1696,02/2020,2020,No,Classic
2898,952,1,Discover,Credit,6713198244025271,10/2010,952,YES,2,$11400,10/2010,2011,No,UNKNOWN
2899,952,2,Visa,Credit,4609569293297684,07/2020,165,YES,2,$10600,06/2005,2017,No,UNKNOWN
2900,953,0,Discover,Credit,6960133989364222,12/2010,808,NO,1,$21500,07/2010,2010,No,UNKNOWN
2901,953,1,Mastercard,Debit,5988465973991532,10/2021,869,YES,2,$32784,12/2004,2008,No,Standard
2902,953,2,Mastercard,Debit,5477771408952435,04/2022,980,YES,2,$13510,07/2007,2016,No,Prepaid
2903,953,3,Visa,Credit,4275721419388991,08/2012,125,YES,1,$14000,06/2012,2012,No,Gold
2904,954,0,Mastercard,Debit (Prepaid),5477226022582793,04/2018,961,NO,3,$38,11/2010,2013,No,World
2905,955,0,Visa,Debit,4361413457601347,09/2020,932,NO,1,$28471,02/2020,2020,No,Platinum
2906,955,1,Mastercard,Debit,5102512406568371,12/2023,196,YES,2,$33833,01/2020,2020,No,Standard
2907,956,0,Visa,Debit,4255117392431602,04/2020,582,NO,2,$14751,07/1999,2012,No,UNKNOWN
2908,957,0,Mastercard,Debit,5909062238371484,04/2024,211,YES,1,$27268,07/2012,2012,No,Standard
2909,957,1,Amex,Credit,346964605654298,02/2020,530,YES,1,$16400,02/2020,2020,No,UNKNOWN
2910,958,0,Mastercard,Credit,5802759460691737,12/2019,312,YES,1,$17600,09/2007,2014,No,UNKNOWN
2911,958,1,Mastercard,Debit,5050211780967429,04/2021,316,YES,2,$31490,02/2011,2011,No,UNKNOWN
2912,958,2,Mastercard,Debit,5691786126216800,06/2021,451,YES,2,$31008,02/2020,2020,No,UNKNOWN
2913,958,3,Mastercard,Debit,5472791324252431,04/2020,138,YES,2,$25558,02/2020,2020,No,Business
2914,959,0,Mastercard,Debit (Prepaid),5348108239138924,11/2023,893,YES,2,$54,02/2007,2010,No,Mixed Product
2915,959,1,Visa,Credit,4839347876295447,03/2024,844,YES,1,$7200,02/2004,2015,No,Classic
2916,959,2,Visa,Debit,4760435386907937,01/2022,2,YES,2,$5080,04/2010,2010,No,Business
2917,959,3,Discover,Credit,6553992478482052,01/2020,897,YES,1,$2700,01/2020,2020,No,Personal
2918,959,4,Mastercard,Debit,5025292542824623,04/2021,264,YES,2,$9278,09/2001,2011,No,UNKNOWN
2919,959,5,Discover,Credit,6898335342234639,03/2022,107,YES,1,$6000,03/2010,2016,No,UNKNOWN
2920,960,0,Mastercard,Debit,5586398791957987,03/2022,828,YES,1,$27243,01/2012,2012,No,Business
2921,960,1,Visa,Debit,4777281869545650,02/2017,256,YES,2,$23237,02/2007,2009,No,Classic
2922,960,2,Visa,Debit,4144623277980192,10/2022,645,YES,2,$16008,11/2011,2011,No,Classic
2923,960,3,Mastercard,Debit,5535701151074664,02/2022,987,YES,1,$16279,01/2012,2012,No,B2B
2924,960,4,Mastercard,Debit,5669514318855142,11/2014,958,NO,1,$16003,09/2013,2013,No,UNKNOWN
2925,961,0,Mastercard,Debit,5695114787068183,02/2021,881,YES,2,$5488,08/2007,2014,No,UNKNOWN
2926,962,0,Visa,Debit,4998267438899183,02/2020,675,YES,1,$45222,02/2020,2020,No,Classic
2927,962,1,Visa,Debit,4001532089642118,01/2021,681,YES,1,$32071,01/2013,2013,No,UNKNOWN
2928,963,0,Visa,Debit,4795449431320485,08/2020,55,YES,2,$16783,02/2020,2020,No,Classic
2929,964,0,Visa,Debit,4401985504522492,10/2023,745,YES,2,$13524,02/2020,2020,No,Prepaid
2930,964,1,Visa,Credit,4070730691570556,04/2021,834,YES,2,$15000,02/2020,2020,No,Traditional
2931,965,0,Mastercard,Debit,5872231427146852,06/2005,616,YES,1,$20062,10/2004,2010,No,Personal
2932,965,1,Mastercard,Credit,5388336417003781,02/2021,355,YES,2,$8100,01/2008,2009,No,Platinum
2933,965,2,Mastercard,Debit,5563354301495546,09/2021,337,NO,2,$4335,09/2007,2007,No,Fleet
2934,965,3,Mastercard,Credit,5756823922746957,04/2024,644,YES,2,$2000,09/2010,2010,No,UNKNOWN
2935,966,0,Visa,Debit,4512873665454661,03/2022,854,YES,1,$25445,08/2009,2009,No,Classic
2936,966,1,Mastercard,Credit,5361975786587169,07/2024,39,YES,1,$17400,02/2010,2010,No,Prepaid
2937,966,2,Mastercard,Debit,5251416101381622,11/2019,577,YES,2,$34684,11/2005,2008,No,Mixed Product
2938,966,3,Mastercard,Debit,5623100773698393,03/2022,956,YES,2,$28125,11/2015,2015,No,UNKNOWN
2939,966,4,Mastercard,Debit,5266317582741981,08/2020,276,YES,2,$49705,02/2020,2020,No,Gold
2940,967,0,Visa,Debit,4590278168014299,09/2014,921,NO,2,$31424,07/2009,2010,No,Business
2941,967,1,Amex,Credit,398644935987910,03/2023,22,YES,2,$7900,03/2012,2012,No,Business
2942,967,2,Mastercard,Debit,5259379174477000,06/2006,913,YES,1,$19097,02/2006,2011,No,Standard
2943,967,3,Amex,Credit,384866850602533,09/2021,24,YES,1,$10100,10/2011,2015,No,Business
2944,968,0,Visa,Debit,4879393662835541,12/2023,176,YES,1,$32423,03/2012,2012,No,UNKNOWN
2945,968,1,Visa,Credit,4220895295503221,07/2015,14,YES,1,$16900,11/2011,2011,No,Classic
2946,968,2,Mastercard,Debit,5930100401040067,06/2021,908,YES,1,$17686,02/2004,2007,No,Standard
2947,969,0,Visa,Credit,4095931916462697,01/2020,979,NO,1,$8100,08/2007,2009,No,Traditional Rewards
2948,969,1,Mastercard,Debit,5420156044028724,03/2020,391,NO,1,$10059,06/2005,2014,No,Standard
2949,969,2,Visa,Debit,4179763879293617,02/2022,245,NO,1,$4302,09/2011,2015,No,Gold
2950,969,3,Visa,Credit,4614912096462106,11/2020,84,YES,1,$7300,02/2011,2011,No,Purchasing
2951,970,0,Mastercard,Debit,5566661174535407,01/2024,748,YES,1,$13123,10/2009,2014,No,Corporate
2952,970,1,Mastercard,Debit,5076319230738343,01/2023,951,YES,1,$3630,06/2003,2009,No,UNKNOWN
2953,970,2,Visa,Debit,4172998979903061,09/2022,521,YES,1,$20173,08/2007,2012,No,UNKNOWN
2954,971,0,Amex,Credit,338000149804579,09/2013,657,YES,1,$9500,06/2010,2014,No,UNKNOWN
2955,971,1,Mastercard,Debit,5752353826326176,05/2021,929,YES,2,$10141,02/2020,2020,No,UNKNOWN
2956,972,0,Visa,Credit,4380773389755661,04/2013,71,YES,1,$16800,06/2011,2011,No,Classic
2957,972,1,Visa,Credit,4344621368223240,11/2020,198,NO,1,$15900,11/2019,2019,No,Traditional
2958,972,2,Mastercard,Debit,5476991702043637,11/2018,146,YES,1,$24080,11/2016,2016,No,Business
2959,972,3,Visa,Credit,4049783428118055,12/2023,163,YES,1,$20400,11/2007,2007,No,UNKNOWN
2960,973,0,Mastercard,Credit,5502650201752905,04/2009,519,YES,1,$22000,04/2007,2013,No,UNKNOWN
2961,973,1,Visa,Credit,4659722496191511,09/2020,241,YES,2,$28300,12/1999,2008,No,Prepaid Travel Money
2962,973,2,Mastercard,Debit,5022040734416407,01/2021,283,YES,1,$27761,09/2010,2010,No,Electron
2963,973,3,Mastercard,Credit,5413583936219095,03/2023,131,YES,1,$21200,04/2005,2012,No,UNKNOWN
2964,973,4,Visa,Debit,4696902139977410,03/2024,152,YES,1,$20560,10/2009,2009,No,Infinite
2965,973,5,Mastercard,Debit,5148179955768342,01/2013,502,YES,2,$3095,06/2008,2012,No,Standard
2966,973,6,Mastercard,Debit,5732012596449271,06/2021,883,YES,2,$43879,08/2006,2015,No,UNKNOWN
2967,974,0,Mastercard,Debit,5477468554443618,09/2022,446,YES,2,$21359,01/2020,2020,No,UNKNOWN
2968,974,1,Mastercard,Credit,5467734960108980,10/2024,991,YES,1,$10200,02/2020,2020,No,Prepaid
2969,975,0,Visa,Debit,4212075848270095,08/2022,173,YES,2,$16332,08/2012,2012,No,Classic
2970,975,1,Mastercard,Credit,5389414515165982,12/2022,32,YES,1,$9100,04/2010,2019,No,World
2971,975,2,Visa,Debit,4211715476152920,03/2024,345,YES,1,$2289,04/2011,2011,No,Electron
2972,975,3,Visa,Debit,4870854561726482,06/2021,880,YES,1,$23631,01/2006,2014,No,Business
2973,976,0,Mastercard,Debit,5155395661236319,06/2024,314,YES,1,$17995,05/2013,2013,No,Enhanced
2974,976,1,Mastercard,Credit,5945533510367596,01/2024,959,YES,1,$14900,09/2001,2008,No,Standard
2975,976,2,Mastercard,Debit,5319476333734439,02/2023,19,YES,2,$26830,02/2004,2004,No,World Elite
2976,976,3,Mastercard,Debit,5123064836240629,03/2023,51,YES,1,$202,03/2004,2013,No,Standard
2977,976,4,Mastercard,Debit,5063433108745789,04/2023,5,NO,2,$11460,04/2005,2012,No,Standard
2978,977,0,Mastercard,Debit,5613513569349333,02/2020,114,YES,1,$11934,02/2020,2020,No,UNKNOWN
2979,977,1,Mastercard,Debit,5658431484394884,01/2020,315,YES,1,$12427,01/2020,2020,No,Standard
2980,977,2,Mastercard,Debit,5783091385721120,02/2020,13,YES,1,$24432,01/2020,2020,No,UNKNOWN
2981,978,0,Visa,Debit,4684387276535730,08/2024,268,YES,2,$6513,02/2020,2020,No,Classic
2982,978,1,Visa,Credit,4868914806629263,06/2021,736,YES,2,$1500,01/2020,2020,No,Classic
2983,979,0,Mastercard,Credit,5806288548928072,12/2024,798,YES,2,$1500,08/2009,2009,No,Standard
2984,979,1,Visa,Credit,4235472002609759,10/2009,833,YES,2,$8300,07/2009,2011,No,Traditional
2985,979,2,Mastercard,Credit,5956371730449671,07/2024,475,YES,2,$9300,01/2007,2010,No,Standard
2986,979,3,Visa,Debit (Prepaid),4728580889162679,02/2020,997,YES,2,$87,02/2020,2020,No,Platinum
2987,979,4,Mastercard,Debit,5166350097809360,10/2012,817,YES,1,$14104,10/2011,2011,No,Business
2988,979,5,Mastercard,Debit,5920164874148882,05/2022,535,YES,2,$14725,06/2011,2011,No,Standard
2989,979,6,Visa,Debit,4207556954928499,03/2020,424,YES,2,$12016,10/2008,2011,No,Infinite
2990,980,0,Mastercard,Debit,5127428041251945,08/2022,856,YES,2,$22567,08/2008,2009,No,Gold
2991,980,1,Visa,Debit,4692480656224077,03/2022,281,YES,2,$26743,11/2006,2013,No,Prepaid Business
2992,980,2,Visa,Debit,4694285041085172,02/2021,763,YES,1,$16722,06/2000,2005,No,Classic
2993,980,3,Visa,Debit,4976547749422816,09/2023,310,YES,2,$9521,08/2006,2007,No,Electron
2994,981,0,Mastercard,Debit,5835240657071891,12/2021,803,YES,1,$14253,08/2014,2014,No,UNKNOWN
2995,981,1,Mastercard,Debit (Prepaid),5839969091471132,12/2024,684,YES,1,$78,01/2020,2020,No,UNKNOWN
2996,981,2,Mastercard,Debit,5792572397689305,10/2024,358,YES,1,$26678,01/2013,2013,No,UNKNOWN
2997,981,3,Visa,Debit,4652000658523008,05/2023,271,YES,2,$15652,04/2011,2011,No,Prepaid
2998,982,0,Discover,Credit,6865624170982694,07/2009,784,YES,2,$6900,09/2008,2011,No,UNKNOWN
2999,983,0,Mastercard,Debit,5123561690852830,05/2024,861,YES,1,$13378,02/2009,2009,No,Standard
3000,983,1,Visa,Debit,4783119984911395,10/2020,467,YES,2,$15516,09/1998,2014,No,Classic
3001,983,2,Visa,Debit,4818828811526445,05/2024,311,YES,2,$9956,07/2005,2010,No,Platinum
3002,983,3,Mastercard,Debit,5253350118420216,08/2020,499,YES,1,$3614,10/2009,2009,No,Standard
3003,983,4,Visa,Debit,4992215485322239,02/2020,201,YES,2,$5992,11/2010,2011,No,UNKNOWN
3004,984,0,Mastercard,Debit,5144399692785721,11/2023,732,YES,2,$31219,02/2020,2020,No,Standard
3005,984,1,Mastercard,Debit,5892951431288814,11/2021,447,YES,1,$20619,07/2018,2018,No,UNKNOWN
3006,984,2,Mastercard,Debit (Prepaid),5653678810336995,04/2019,732,YES,1,$74,10/2009,2009,No,UNKNOWN
3007,985,0,Visa,Debit,4573378734803801,06/2022,261,YES,1,$22768,02/2020,2020,No,UNKNOWN
3008,985,1,Visa,Credit,4460007278587507,01/2021,225,NO,1,$3000,02/2020,2020,No,Classic
3009,985,2,Mastercard,Credit,5775614858102647,01/2020,32,YES,2,$11500,01/2020,2020,No,UNKNOWN
3010,985,3,Mastercard,Debit,5388782065071878,01/2024,712,YES,2,$7458,02/2020,2020,No,UNKNOWN
3011,986,0,Visa,Debit,4088000072942924,04/2023,532,YES,1,$15504,05/2011,2012,No,Classic
3012,986,1,Mastercard,Credit,5886410081258720,02/2020,684,YES,1,$5600,08/2004,2019,No,UNKNOWN
3013,986,2,Mastercard,Debit,5247279086681076,04/2024,220,YES,2,$3117,03/2001,2006,No,Standard
3014,986,3,Visa,Debit,4215158911989619,03/2022,756,YES,1,$14007,07/2000,2015,No,Business
3015,986,4,Visa,Debit,4995123817442034,04/2021,658,YES,2,$13390,12/2008,2010,No,UNKNOWN
3016,987,0,Visa,Debit,4048124341417315,10/2021,117,YES,2,$35649,06/2006,2011,No,Platinum
3017,987,1,Visa,Debit,4160987980022088,10/2012,11,YES,2,$18979,03/2004,2008,No,UNKNOWN
3018,987,2,Mastercard,Credit,5640983344867524,02/2023,571,NO,2,$10000,12/2006,2012,No,UNKNOWN
3019,987,3,Visa,Debit (Prepaid),4201848747072347,08/2018,604,YES,2,$63,08/2009,2014,No,Platinum
3020,988,0,Mastercard,Debit,5092269775831902,01/2021,394,YES,2,$24878,08/2008,2011,No,Nanjing
3021,988,1,Amex,Credit,395345060148797,05/2023,951,YES,2,$23900,04/2010,2012,No,Business
3022,988,2,Mastercard,Debit,5661288400929871,02/2022,934,YES,2,$9213,08/2005,2009,No,UNKNOWN
3023,989,0,Visa,Debit,4535570138499229,07/2024,704,YES,2,$23538,08/2011,2011,No,UNKNOWN
3024,989,1,Visa,Debit,4931400640582638,09/2017,835,YES,2,$15658,09/2016,2016,No,Classic
3025,989,2,Mastercard,Credit,5099657480091697,05/2021,249,YES,1,$8900,03/2006,2011,No,Cultura
3026,990,0,Mastercard,Debit (Prepaid),5932488176672897,02/2020,164,YES,1,$58,01/2020,2020,No,Standard
3027,990,1,Mastercard,Debit,5413909063250465,04/2022,732,YES,1,$12782,02/2011,2011,No,UNKNOWN
3028,990,2,Visa,Debit,4940361010295816,03/2016,253,YES,1,$17297,10/2010,2010,No,Business
3029,990,3,Mastercard,Credit,5598315468243237,10/2024,385,YES,1,$10600,08/1994,2011,No,Business
3030,991,0,Mastercard,Debit,5056408661252934,11/2020,961,YES,1,$10644,02/2005,2011,No,UNKNOWN
3031,991,1,Visa,Debit,4884544538827906,01/2015,296,YES,1,$13438,09/2013,2013,No,UNKNOWN
3032,991,2,Mastercard,Debit,5481725798944325,05/2023,964,YES,1,$14269,02/1999,2011,No,Standard
3033,992,0,Visa,Credit,4209302581526449,06/2023,777,YES,2,$9300,02/2010,2010,No,Traditional
3034,992,1,Visa,Debit,4273067279715891,12/2017,541,YES,2,$34175,07/2009,2011,No,Business
3035,993,0,Visa,Debit,4866092405623392,08/2024,386,YES,2,$367,12/2006,2010,No,Purchasing
3036,993,1,Mastercard,Debit,5746148101457486,06/2022,950,YES,2,$441,09/2009,2014,No,UNKNOWN
3037,994,0,Mastercard,Debit,5099488514797621,06/2021,652,YES,2,$11087,05/2010,2011,No,Gift Voucher
3038,994,1,Amex,Credit,398823738054759,09/2020,162,YES,2,$12200,08/2009,2011,No,Business
3039,995,0,Mastercard,Debit,5329313809426347,11/2020,20,YES,2,$12102,01/2010,2010,No,Standard
3040,995,1,Mastercard,Debit,5518456077758792,06/2020,995,YES,1,$24068,01/2009,2009,No,Standard
3041,995,2,Mastercard,Debit,5404585495463228,10/2024,263,YES,2,$15305,05/2017,2017,No,Standard
3042,996,0,Visa,Debit,4014763594580478,10/2024,355,YES,2,$11268,02/2009,2013,No,Classic
3043,996,1,Mastercard,Debit,5817112710661345,01/2020,29,YES,2,$5997,08/2006,2012,No,UNKNOWN
3044,996,2,Amex,Credit,382683082835230,07/2021,521,YES,2,$4000,04/2003,2011,No,Business
3045,996,3,Amex,Credit,316487244875963,08/2023,737,NO,2,$9700,01/2009,2009,No,UNKNOWN
3046,997,0,Mastercard,Debit,5161633770589124,02/2024,891,YES,2,$21502,09/2018,2018,No,UNKNOWN
3047,998,0,Mastercard,Debit,5267518025716847,01/2022,292,YES,2,$2042,03/2006,2013,No,Platinum
3048,998,1,Mastercard,Debit,5343513913226549,09/2023,514,YES,1,$13922,02/2006,2012,No,Gold
3049,999,0,Discover,Credit,6441659233130363,03/2023,515,YES,2,$13100,10/2006,2006,No,Personal
3050,999,1,Visa,Debit,4268017872699469,11/2016,476,YES,2,$15227,02/2008,2015,No,Gold
3051,999,2,Visa,Credit,4033929197271889,01/2023,190,YES,2,$3300,02/2010,2010,No,Gold
3052,999,3,Visa,Debit,4759457733349546,10/2021,437,YES,1,$19829,11/2005,2010,No,UNKNOWN
3053,1000,0,Mastercard,Debit,5881679887889712,01/2020,806,NO,1,$23996,01/2020,2020,No,Personal
3054,1001,0,Mastercard,Debit (Prepaid),5560061541901648,11/2024,633,YES,1,$55,09/2004,2010,No,Business
3055,1001,1,Visa,Debit,4531149590903516,08/2020,97,YES,1,$37941,02/2020,2020,No,Classic
3056,1001,2,Visa,Credit,4108533772649718,06/2008,548,YES,1,$37600,11/2004,2006,No,Classic
3057,1002,0,Visa,Debit,4137249838027633,04/2023,861,YES,2,$33390,01/2003,2007,No,Prepaid Classic
3058,1002,1,Mastercard,Debit,5890246534257372,12/2021,12,YES,2,$22532,08/2012,2012,No,UNKNOWN
3059,1002,2,Mastercard,Debit,5800183437928465,04/2024,148,YES,2,$16325,12/2015,2015,No,UNKNOWN
3060,1002,3,Mastercard,Debit,5128197080308718,06/2023,759,YES,1,$17885,04/2005,2010,No,UNKNOWN
3061,1002,4,Visa,Debit,4704455652130191,12/2023,175,YES,1,$24827,11/2003,2008,No,Platinum
3062,1002,5,Mastercard,Debit,5908095549619753,10/2015,530,YES,1,$30704,05/2015,2015,No,Standard
3063,1003,0,Visa,Debit,4279264771451574,02/2020,378,YES,2,$13637,06/2010,2012,No,Rewards
3064,1003,1,Mastercard,Debit,5200107685480370,05/2024,624,YES,1,$2504,10/2009,2016,No,Standard
3065,1003,2,Visa,Debit,4003165279623450,03/2023,317,YES,1,$15535,11/2006,2015,No,Electron
3066,1003,3,Mastercard,Debit,5155468051288343,09/2022,703,YES,1,$14898,08/2008,2008,No,World
3067,1003,4,Mastercard,Debit,5625958291463283,07/2023,783,YES,2,$9696,02/2008,2014,No,UNKNOWN
3068,1003,5,Visa,Debit,4577924057885157,05/2023,594,YES,1,$22310,09/2009,2011,No,Classic
3069,1004,0,Visa,Debit (Prepaid),4291878920009873,01/2020,108,NO,1,$76,01/2020,2020,No,Classic
3070,1004,1,Amex,Credit,393079452928936,03/2024,826,YES,2,$8000,01/2020,2020,No,Business
3071,1004,2,Mastercard,Credit,5443689960543700,11/2024,591,YES,2,$9200,02/2020,2020,No,Enhanced
3072,1004,3,Mastercard,Debit,5221540371047992,06/2020,258,YES,1,$21244,02/2020,2020,No,Standard
3073,1004,4,Visa,Debit,4041750526955037,06/2022,408,NO,2,$20751,02/2020,2020,No,Traditional Rewards
3074,1005,0,Mastercard,Debit,5508553199519084,03/2019,196,YES,2,$16347,03/2004,2010,No,Standard
3075,1006,0,Visa,Debit,4954962607216980,10/2023,995,YES,1,$23404,07/2010,2012,No,UNKNOWN
3076,1006,1,Visa,Debit,4435466238583873,04/2022,708,YES,2,$20930,10/2002,2008,No,Classic
3077,1006,2,Visa,Debit,4343642801597529,08/2013,754,YES,2,$23014,03/2013,2013,No,Classic
3078,1007,0,Visa,Credit,4858459431343518,12/2022,674,YES,2,$9500,01/2020,2020,No,UNKNOWN
3079,1008,0,Mastercard,Debit,5328768325200248,06/2020,645,YES,1,$2778,02/1998,2005,No,UNKNOWN
3080,1008,1,Amex,Credit,321353785529607,02/2020,213,YES,2,$11800,04/2015,2015,No,UNKNOWN
3081,1008,2,Discover,Credit,6281560178306833,10/2020,359,YES,1,$11500,05/2004,2007,No,UNKNOWN
3082,1008,3,Discover,Credit,6745517172173148,02/2009,611,YES,2,$13000,02/2008,2009,No,UNKNOWN
3083,1008,4,Visa,Debit,4882435446100322,12/2024,332,YES,1,$21102,04/2016,2016,No,UNKNOWN
3084,1008,5,Visa,Debit (Prepaid),4900895647847430,03/2021,730,YES,1,$60,09/2006,2009,No,Business
3085,1009,0,Visa,Credit,4299314704025381,06/2020,215,YES,2,$23100,01/2008,2010,No,UNKNOWN
3086,1009,1,Mastercard,Debit,5779825688535232,03/2021,458,YES,1,$34826,08/2015,2015,No,UNKNOWN
3087,1009,2,Visa,Debit,4276546488958933,12/2023,54,NO,1,$25429,10/2016,2016,No,Classic
3088,1010,0,Mastercard,Debit,5098870349133203,12/2022,435,YES,1,$79717,02/2001,2013,No,Alimentacao
3089,1010,1,Mastercard,Debit,5432650033328112,04/2023,920,YES,2,$5307,06/2004,2010,No,Mixed Product
3090,1010,2,Mastercard,Debit,5405681429153556,04/2019,810,YES,2,$47131,07/2005,2008,No,Corporate Purchasing
3091,1010,3,Mastercard,Debit,5336536496743892,10/2021,805,YES,2,$36724,01/2005,2010,No,Standard
3092,1010,4,Mastercard,Debit,5244693372159107,10/2024,682,YES,1,$6875,02/2010,2012,No,Prepaid Business
3093,1011,0,Mastercard,Debit,5371571902299645,04/2024,46,YES,1,$17229,11/2012,2012,No,Enhanced
3094,1011,1,Mastercard,Debit,5404154440554855,05/2022,190,YES,1,$31747,02/2015,2015,No,World
3095,1011,2,Mastercard,Debit,5004660687674189,01/2023,841,YES,2,$50127,02/2013,2013,No,UNKNOWN
3096,1012,0,Discover,Credit,6983129592633814,10/2022,237,YES,2,$21400,02/2010,2010,No,UNKNOWN
3097,1013,0,Mastercard,Debit,5968559734305335,01/2022,303,YES,2,$24614,09/2007,2012,No,Standard
3098,1013,1,Mastercard,Debit,5365437807241284,12/2023,623,YES,2,$2809,09/2006,2011,No,Standard
3099,1013,2,Mastercard,Debit,5672946381379338,03/2007,314,NO,2,$15076,07/2003,2015,No,UNKNOWN
3100,1013,3,Visa,Debit,4858037645038535,09/2020,745,YES,1,$27646,07/2008,2009,No,UNKNOWN
3101,1014,0,Mastercard,Debit,5243874409265567,01/2021,702,YES,1,$20447,01/2017,2017,No,Prepaid
3102,1014,1,Mastercard,Debit,5275365619003581,10/2021,507,YES,1,$29948,04/2011,2011,No,World
3103,1014,2,Visa,Debit,4182859596486161,09/2020,890,YES,2,$28021,09/2003,2011,No,Classic
3104,1014,3,Mastercard,Debit (Prepaid),5298865153588955,12/2013,297,NO,1,$58,12/2013,2013,No,Gold
3105,1015,0,Mastercard,Debit (Prepaid),5023362294953907,08/2020,641,YES,2,$44,01/2020,2020,No,UNKNOWN
3106,1016,0,Mastercard,Debit,5537790974948480,02/2022,935,YES,2,$19880,02/2020,2020,No,Standard
3107,1016,1,Mastercard,Credit,5024975183096428,04/2021,542,YES,1,$12700,01/2020,2020,No,UNKNOWN
3108,1017,0,Visa,Debit,4445219636598507,03/2024,699,YES,1,$42670,02/2012,2012,No,Traditional
3109,1017,1,Mastercard,Debit,5621630163698126,02/2020,106,NO,1,$21611,01/2020,2020,No,Personal
3110,1017,2,Mastercard,Debit,5918825657025750,07/2021,152,YES,2,$50521,06/2018,2018,No,Standard
3111,1017,3,Mastercard,Debit,5734359364174769,03/2024,802,YES,2,$27982,04/2010,2010,No,UNKNOWN
3112,1017,4,Mastercard,Debit,5143782902956271,10/2023,803,YES,1,$22886,12/2009,2009,No,Standard
3113,1017,5,Mastercard,Debit,5358748385757375,11/2020,637,YES,2,$32049,05/2005,2005,No,Gold
3114,1017,6,Mastercard,Debit,5457892332691018,06/2023,949,NO,1,$45141,10/2008,2010,No,Gold
3115,1018,0,Mastercard,Debit (Prepaid),5525601416941014,11/2023,154,YES,1,$44,10/2004,2014,No,Business
3116,1019,0,Amex,Credit,302324154583308,07/2023,777,YES,1,$26900,05/2002,2019,No,Business
3117,1019,1,Mastercard,Debit,5977051342540190,06/2023,806,YES,2,$5414,11/2011,2012,No,Standard
3118,1019,2,Mastercard,Debit,5884636845919714,07/2018,425,YES,2,$17846,10/2004,2011,No,Personal
3119,1019,3,Visa,Debit (Prepaid),4086369836640262,11/2022,257,YES,2,$51,07/2010,2014,No,Classic
